id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,Essentials,TV,Air conditioning,Elevator,Hangers,Washer,Iron,Laptop friendly workspace,Family/kid friendly,Hot water,Cable TV,Hair dryer,Free parking on premises,Smoking allowed,Dishes and silverware,Refrigerator,Doorman,Buzzer/wireless intercom,property_type_Apartment,room_type_Private room,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,neighbourhood_mean_price
10630527,2015.0,0,1.0,1.0,0,0,4,2.0,2.0,2.0,1603.0,1,15,30,15,15,30,30,15.0,30.0,27,57,87,362,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,747.1078001752849
13697253,2014.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,378.0,1,2,7,2,2,7,7,2.0,7.0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,747.1078001752849
23058479,2016.0,0,3.0,3.0,0,1,6,2.0,1.0,4.0,147.0,4,2,30,2,2,30,30,2.0,30.0,29,55,85,360,3,0,0,3,1,2,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,747.1078001752849
4589495,2012.0,1,2.0,2.0,0,1,4,2.0,2.0,2.0,252.0,4,2,90,2,2,90,90,2.0,90.0,10,36,66,341,7,4,1,2,2,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,747.1078001752849
14212386,2016.0,0,1.0,1.0,0,0,4,2.0,2.0,2.0,1901.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
40880103,2019.0,0,1.0,1.0,0,0,10,1.0,1.0,3.0,2199.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,747.1078001752849
13822696,2016.0,0,1.0,1.0,0,0,6,1.0,2.0,6.0,290.0,1,6,1125,6,6,1125,1125,6.0,1125.0,30,60,89,89,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,747.1078001752849
9216258,2015.0,0,1.0,1.0,0,0,5,2.0,2.0,2.0,852.0,1,10,40,10,10,40,40,10.0,40.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,747.1078001752849
13258096,2016.0,0,1.0,1.0,1,1,4,2.0,2.0,2.0,1498.0,1,3,15,3,3,15,15,3.0,15.0,23,53,83,358,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,747.1078001752849
18156037,2017.0,1,1.0,1.0,1,1,6,2.0,2.0,3.0,201.0,2,2,1125,2,2,1125,1125,2.0,1125.0,22,45,75,350,17,6,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,747.1078001752849
31042296,2017.0,0,0.0,0.0,0,1,2,1.0,1.0,1.0,201.0,1,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,179,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,747.1078001752849
7936325,2015.0,0,1.0,1.0,0,0,10,3.5,4.0,8.0,3001.0,1,20,30,20,20,30,30,20.0,30.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,747.1078001752849
23004816,2016.0,0,1.0,1.0,0,1,2,1.0,0.0,1.0,142.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,747.1078001752849
20968930,2017.0,1,4.0,4.0,0,1,2,1.0,1.0,1.0,84.0,1,1,1125,1,4,1125,1125,1.1,1125.0,26,53,83,173,46,19,0,2,0,2,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,747.1078001752849
12733051,2016.0,0,1.0,1.0,0,0,5,2.0,2.0,4.0,2002.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,747.1078001752849
30924196,2018.0,0,1.0,1.0,0,1,1,2.0,1.0,1.0,109.0,1,5,14,5,5,14,14,5.0,14.0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,747.1078001752849
15195460,2016.0,0,1.0,1.0,0,0,2,1.0,1.0,0.0,301.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,747.1078001752849
13105933,2016.0,0,1.0,1.0,0,1,4,2.0,2.0,3.0,1049.0,1,20,45,20,20,45,45,20.0,45.0,23,53,83,358,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,747.1078001752849
12134364,2016.0,0,1.0,1.0,0,0,6,2.0,1.0,6.0,1402.0,1,10,20,10,10,20,20,10.0,20.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,747.1078001752849
30859193,2016.0,0,13.0,13.0,0,1,2,1.0,1.0,2.0,67.0,1,3,365,3,3,365,365,3.0,365.0,30,60,90,90,0,0,1,19,0,19,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,747.1078001752849
39663309,2014.0,0,2.0,2.0,1,0,2,1.0,1.0,2.0,201.0,1,4,30,3,3,30,30,3.0,30.0,28,48,78,78,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,747.1078001752849
37835780,2019.0,1,0.0,0.0,0,1,6,3.0,3.0,5.0,298.0,6,4,21,4,4,21,21,4.0,21.0,23,47,77,77,7,7,1,2,2,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,747.1078001752849
38271494,2016.0,0,4.0,4.0,0,1,4,1.0,1.0,2.0,269.0,2,3,365,3,3,365,365,3.0,365.0,28,58,88,363,2,2,0,3,0,3,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,747.1078001752849
35198450,2019.0,0,0.0,0.0,0,1,4,1.0,1.0,2.0,151.0,1,2,1125,1,2,1125,1125,1.4,1125.0,0,0,0,234,4,4,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,747.1078001752849
25071920,2018.0,0,5.0,5.0,0,0,4,2.0,2.0,2.0,499.0,1,1,60,1,1,60,60,1.0,60.0,15,39,69,159,2,1,0,5,5,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,747.1078001752849
40530240,2018.0,0,2.0,2.0,0,1,6,2.0,2.0,3.0,151.0,1,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,364,2,2,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,747.1078001752849
34183580,2015.0,0,2.0,2.0,1,1,7,2.0,2.0,5.0,881.0,1,3,15,3,3,15,15,3.0,15.0,23,53,83,173,0,0,0,2,2,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,747.1078001752849
22102919,2014.0,0,1.0,1.0,1,0,4,2.0,2.0,2.0,401.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,747.1078001752849
38798052,2019.0,0,1.0,1.0,0,0,4,2.0,2.0,4.0,243.0,1,6,364,6,6,1125,1125,6.0,1125.0,20,26,56,331,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,747.1078001752849
17299465,2016.0,0,2.0,2.0,0,0,6,2.0,2.0,5.0,348.0,1,2,1125,2,2,1125,1125,2.0,1125.0,30,60,70,70,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,747.1078001752849
14315311,2016.0,0,2.0,2.0,0,0,6,2.0,2.0,4.0,839.0,1,7,30,7,7,30,30,7.0,30.0,29,59,89,364,0,0,1,2,2,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,747.1078001752849
31742146,2011.0,0,1.0,1.0,0,1,4,2.0,2.0,2.0,179.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,6,6,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,747.1078001752849
34039575,2015.0,0,1.0,1.0,0,1,4,2.0,2.0,3.0,499.0,1,4,12,4,4,12,12,4.0,12.0,0,0,0,174,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,747.1078001752849
20074089,2016.0,0,1.0,1.0,0,0,3,2.0,0.0,2.0,201.0,1,30,90,30,30,90,90,30.0,90.0,23,53,83,83,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,747.1078001752849
32565298,2017.0,1,1.0,1.0,1,1,5,2.0,3.0,4.0,201.0,3,2,90,2,2,90,90,2.0,90.0,10,20,50,325,21,21,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,747.1078001752849
10644005,2016.0,0,1.0,1.0,0,0,6,1.0,2.0,2.0,520.0,1,1,15,1,1,15,15,1.0,15.0,30,60,90,365,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,747.1078001752849
15086540,2016.0,0,1.0,1.0,0,1,5,3.0,3.0,3.0,588.0,1,2,10,2,2,10,10,2.0,10.0,23,53,83,358,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,747.1078001752849
14028975,2016.0,0,1.0,1.0,0,0,6,3.0,2.0,2.0,1469.0,1,7,1125,7,7,1125,1125,7.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,747.1078001752849
14180505,2016.0,0,1.0,1.0,0,0,6,2.0,3.0,6.0,1498.0,1,1,1125,1,1,1125,1125,1.0,1125.0,29,59,89,364,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,747.1078001752849
13783572,2016.0,0,1.0,1.0,0,0,6,3.0,0.0,2.0,688.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
1761702,2013.0,0,1.0,1.0,1,1,6,3.5,4.0,6.0,499.0,6,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,20,10,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,747.1078001752849
12423848,2016.0,0,1.0,1.0,0,0,6,2.0,3.0,3.0,1679.0,1,10,1125,10,10,1125,1125,10.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,747.1078001752849
14086135,2016.0,0,1.0,1.0,0,1,6,2.5,3.0,2.0,802.0,1,15,20,15,15,20,20,15.0,20.0,28,58,88,363,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
40658676,2016.0,0,3.0,3.0,0,1,4,1.0,0.0,2.0,298.0,4,2,1125,2,4,1125,1125,2.1,1125.0,30,60,90,365,0,0,1,3,1,2,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,747.1078001752849
13249851,2015.0,0,1.0,1.0,0,1,6,2.0,3.0,3.0,600.0,1,7,30,7,7,30,30,7.0,30.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,747.1078001752849
13768606,2016.0,0,9.0,9.0,0,0,8,3.5,4.0,4.0,298.0,5,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,0,5,4,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,747.1078001752849
2203711,2014.0,0,1.0,1.0,1,1,12,4.5,4.0,5.0,898.0,12,1,366,1,1,366,366,1.0,366.0,23,47,77,339,7,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,747.1078001752849
11552837,2016.0,0,1.0,1.0,0,1,4,3.0,2.0,3.0,449.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,747.1078001752849
10811827,2014.0,0,1.0,1.0,0,1,4,2.0,2.0,3.0,797.0,1,10,30,10,10,30,30,10.0,30.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,747.1078001752849
21394196,2017.0,0,1.0,1.0,0,1,6,3.0,3.0,5.0,348.0,6,2,1125,2,2,1125,1125,2.0,1125.0,16,17,17,189,2,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,747.1078001752849
3237456,2014.0,0,1.0,1.0,0,0,10,3.0,4.0,5.0,1498.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,747.1078001752849
34153066,2019.0,0,1.0,1.0,0,1,1,1.0,1.0,1.0,80.0,1,3,30,3,3,30,30,3.0,30.0,28,58,88,363,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,747.1078001752849
13205266,2016.0,0,1.0,1.0,0,0,10,4.0,4.0,5.0,923.0,10,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,747.1078001752849
13990264,2016.0,0,1.0,1.0,0,0,2,1.0,1.0,1.0,351.0,1,2,30,2,2,30,30,2.0,30.0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,747.1078001752849
13942597,2016.0,0,1.0,1.0,0,0,4,3.0,2.0,3.0,1002.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,747.1078001752849
11790789,2012.0,0,1.0,1.0,1,0,2,1.0,1.0,1.0,67.0,2,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,11,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,747.1078001752849
2886968,2014.0,0,1.0,1.0,0,0,2,3.0,2.0,2.0,802.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,747.1078001752849
2651151,2014.0,1,2.0,2.0,0,1,2,1.0,1.0,1.0,88.0,1,2,30,2,2,30,30,2.0,30.0,16,42,52,296,17,7,0,2,0,2,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,747.1078001752849
14212597,2016.0,0,10.0,10.0,0,0,1,1.0,1.0,1.0,113.0,1,2,91,2,2,91,91,2.0,91.0,0,0,0,0,1,0,1,10,1,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,747.1078001752849
14915462,2014.0,0,1.0,1.0,1,0,2,2.0,2.0,2.0,348.0,1,5,1125,1,5,1125,1125,3.9,1125.0,20,50,80,355,13,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,747.1078001752849
36918508,2018.0,0,0.0,0.0,0,1,2,1.0,1.0,2.0,600.0,1,1,10,1,1,10,10,1.0,10.0,20,50,80,170,2,2,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,747.1078001752849
12968232,2016.0,0,2.0,2.0,0,0,5,1.5,1.0,2.0,101.0,2,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,70,18,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,747.1078001752849
14233402,2016.0,0,1.0,1.0,1,0,8,2.0,2.0,2.0,499.0,1,10,35,10,10,35,35,10.0,35.0,30,60,90,365,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,747.1078001752849
37687692,2012.0,0,49.0,49.0,0,1,7,2.0,2.0,2.0,1498.0,1,3,44,3,3,44,44,3.0,44.0,30,60,90,365,1,1,0,38,38,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,747.1078001752849
41086186,2019.0,0,0.0,0.0,0,1,2,1.0,1.0,2.0,298.0,1,2,28,2,2,28,28,2.0,28.0,0,10,10,244,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,747.1078001752849
10627983,2012.0,0,1.0,1.0,0,1,6,2.5,2.0,3.0,449.0,2,3,1125,3,3,1125,1125,3.0,1125.0,30,60,90,365,5,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,747.1078001752849
14871272,2016.0,0,1.0,1.0,0,1,4,2.0,2.0,3.0,600.0,1,2,1125,2,2,1125,1125,2.0,1125.0,7,16,16,52,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,747.1078001752849
18254489,2016.0,1,1.0,1.0,0,1,6,3.0,3.0,4.0,269.0,6,2,90,2,4,90,90,2.0,90.0,26,50,74,298,38,21,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,747.1078001752849
38853620,2019.0,1,1.0,1.0,0,1,6,2.0,2.0,3.0,390.0,4,2,1125,2,5,1125,1125,2.1,1125.0,2,2,2,2,13,13,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,747.1078001752849
39295657,2016.0,0,1.0,1.0,0,0,6,3.0,0.0,3.0,348.0,1,3,1125,3,3,1125,1125,3.0,1125.0,13,20,20,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.1078001752849
13574029,2016.0,0,1.0,1.0,0,1,4,1.0,1.0,1.0,4197.0,1,10,1125,10,10,1125,1125,10.0,1125.0,29,59,89,89,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
10006515,2015.0,0,2.0,2.0,0,1,1,1.5,1.0,1.0,63.0,1,6,90,6,6,1125,1125,6.0,1125.0,30,38,53,260,2,1,1,3,0,3,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,747.1078001752849
14294721,2016.0,0,1.0,1.0,0,1,6,2.0,2.0,2.0,1800.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,747.1078001752849
14119538,2016.0,0,1.0,1.0,0,0,8,3.0,4.0,3.0,999.0,1,15,31,15,15,31,31,15.0,31.0,27,57,87,362,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,747.1078001752849
38838743,2019.0,0,2.0,2.0,0,1,8,1.0,1.0,8.0,121.0,1,100,100,2,100,100,100,98.7,100.0,30,55,84,359,0,0,1,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,747.1078001752849
12931368,2015.0,0,1.0,1.0,0,0,5,2.5,3.0,3.0,298.0,1,30,120,30,30,120,120,30.0,120.0,30,60,90,365,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,747.1078001752849
2785288,2014.0,0,1.0,1.0,0,0,4,2.0,3.0,3.0,1498.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,747.1078001752849
38724145,2019.0,0,1.0,1.0,0,1,5,2.0,3.0,3.0,185.0,1,1,1125,1,1,1125,1125,1.0,1125.0,29,55,85,175,3,3,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,747.1078001752849
38701609,2018.0,0,5.0,5.0,0,0,4,2.0,2.0,2.0,401.0,1,2,2,2,2,2,2,2.0,2.0,0,0,0,0,0,0,1,5,5,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,747.1078001752849
30528282,2018.0,1,2.0,2.0,0,1,4,2.0,2.0,2.0,147.0,4,4,30,4,4,30,30,4.0,30.0,24,48,78,353,11,10,0,2,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,747.1078001752849
13341740,2016.0,0,1.0,1.0,0,1,5,2.0,2.0,3.0,2518.0,1,7,60,7,7,60,60,7.0,60.0,24,54,84,359,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,747.1078001752849
13016429,2016.0,0,1.0,1.0,0,1,4,3.0,3.0,2.0,2098.0,1,10,29,10,10,29,29,10.0,29.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,747.1078001752849
10356016,2013.0,0,1.0,1.0,0,0,6,5.0,3.0,4.0,3899.0,1,25,30,25,25,30,30,25.0,30.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,747.1078001752849
24128050,2017.0,0,0.0,0.0,0,0,10,4.0,4.0,3.0,802.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,13,8,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,747.1078001752849
33689287,2014.0,0,2.0,2.0,0,1,2,1.0,1.0,1.0,63.0,1,2,30,2,2,30,30,2.0,30.0,21,47,77,352,16,16,0,2,0,2,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,747.1078001752849
12166441,2015.0,0,1.0,1.0,1,0,7,3.0,3.0,4.0,1213.0,1,12,235,12,12,235,235,12.0,235.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
14074820,2016.0,0,1.0,1.0,0,1,3,3.0,1.0,3.0,1044.0,1,2,10,2,2,10,10,2.0,10.0,0,0,0,110,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,747.1078001752849
40698022,2017.0,0,28.0,28.0,0,1,4,2.5,2.0,2.0,348.0,1,2,1125,2,5,1125,1125,2.0,1125.0,20,40,70,70,2,2,0,25,25,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,747.1078001752849
21189423,2015.0,0,1.0,1.0,1,1,2,1.0,1.0,1.0,629.0,1,3,15,3,3,15,15,3.0,15.0,30,60,90,365,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,747.1078001752849
32917102,2016.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,201.0,2,6,90,6,6,90,90,6.0,90.0,28,52,82,82,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,747.1078001752849
13758621,2016.0,0,1.0,1.0,0,0,8,7.0,5.0,4.0,999.0,1,17,30,17,17,30,30,17.0,30.0,23,53,83,83,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,747.1078001752849
14009273,2016.0,0,1.0,1.0,0,0,3,1.0,1.0,1.0,449.0,1,5,15,5,5,15,15,5.0,15.0,29,59,89,89,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,747.1078001752849
13588229,2014.0,0,1.0,1.0,0,0,6,1.0,2.0,6.0,252.0,4,2,5,2,2,5,5,2.0,5.0,30,51,81,356,3,2,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,747.1078001752849
8539076,2015.0,0,1.0,1.0,0,1,4,2.0,2.0,3.0,1498.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,747.1078001752849
31133386,2016.0,0,2.0,2.0,0,1,4,2.5,2.0,3.0,520.0,5,2,7,2,2,7,7,2.0,7.0,21,40,70,172,4,3,0,2,2,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,747.1078001752849
13722291,2016.0,0,1.0,1.0,0,1,5,3.0,2.0,4.0,898.0,2,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,180,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,747.1078001752849
27759552,2018.0,0,5.0,5.0,0,0,4,2.0,1.0,2.0,499.0,1,1,30,1,1,30,30,1.0,30.0,29,59,89,179,1,1,0,5,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,747.1078001752849
